0.3771	0.6416	0.3802	0.6379	0.8052	0.1014	0
0.3702	0.5765	0.3499	0.6155	0.7769	0.0613	0
0.3422	0.6173	0.3458	0.6202	0.7828	0.0000	0
0.4252	0.5837	0.4003	0.6695	0.8451	0.0761	0
0.3847	0.5611	0.3406	0.6454	0.8146	0.0000	0
0.3545	0.5105	0.3115	0.6244	0.7881	0.0518	0
0.2919	0.3959	0.2823	0.4136	0.5220	0.0652	0
0.3925	0.5607	0.3484	0.7066	0.8918	0.0322	0
0.3910	0.5633	0.3668	0.5996	0.7568	0.0341	0
0.3461	0.5673	0.3297	0.5901	0.7448	0.0294	0
0.2929	0.5784	0.2873	0.6437	0.8125	0.0295	0
0.3401	0.5465	0.2880	0.6349	0.8014	0.0869	0
0.4054	0.4852	0.4013	0.5035	0.6355	0.0979	0
0.3685	0.5117	0.3573	0.5654	0.7136	0.0387	0
0.3942	0.5477	0.3793	0.5836	0.7365	0.0500	0
0.3061	0.5723	0.2853	0.6404	0.8083	0.0279	0
0.3159	0.5482	0.3104	0.5932	0.7487	0.0307	0
0.3512	0.5111	0.3273	0.5897	0.7443	0.0367	0
0.3424	0.5705	0.3446	0.6028	0.7608	0.0000	0
0.3512	0.5111	0.3273	0.5897	0.7443	0.0367	0
0.3481	0.5738	0.3295	0.6022	0.7601	0.0643	0
0.3850	0.6401	0.3734	0.6460	0.8154	0.0875	0
0.4112	0.7462	0.3774	0.7923	1.0000	0.0000	0
0.4455	0.6324	0.4130	0.6888	0.8693	0.0267	0
0.3936	0.6719	0.3925	0.6692	0.8447	0.0974	0
0.4169	0.6691	0.4094	0.6845	0.8640	0.0000	0
0.3680	0.6586	0.3552	0.6729	0.8493	0.0000	0
0.3855	0.5904	0.3481	0.6390	0.8065	0.0299	0
0.3529	0.5502	0.3018	0.6521	0.8231	0.0365	0
0.2920	0.5474	0.2695	0.6001	0.7575	0.0000	0
0.3764	0.5465	0.3459	0.5885	0.7428	0.0390	0
0.3769	0.5347	0.3511	0.5895	0.7440	0.1395	0
0.3844	0.5830	0.3766	0.5959	0.7522	0.0761	0
0.3246	0.6278	0.3139	0.6532	0.8244	0.0461	0
0.4149	0.5043	0.4154	0.5083	0.6416	0.5223	0
0.2618	0.6142	0.3116	0.5872	0.7411	0.0000	0
0.3545	0.5518	0.3447	0.6222	0.7854	0.0350	0
0.3130	0.5587	0.3091	0.5950	0.7510	0.0595	0
0.2816	0.5072	0.2517	0.5502	0.6945	0.0000	0
0.3546	0.5625	0.3008	0.6467	0.8162	0.0215	0
0.3503	0.4590	0.3177	0.5168	0.6523	0.0000	0
0.3872	0.5538	0.3795	0.5658	0.7142	0.0277	0
0.3192	0.5965	0.3120	0.6392	0.8068	0.0670	0
0.3621	0.4433	0.3656	0.4699	0.5930	0.0582	0
0.3200	0.4310	0.2852	0.5934	0.7490	0.0217	0
0.3297	0.5521	0.2699	0.6313	0.7968	0.0000	0
0.3439	0.5462	0.3330	0.5685	0.7175	0.0733	0
0.3002	0.5720	0.2756	0.6720	0.8482	0.0334	0
0.3767	0.4548	0.3704	0.4969	0.6271	0.0609	0
0.3276	0.5010	0.2759	0.6434	0.8120	0.0000	0
0.3380	0.5437	0.3055	0.6194	0.7818	0.0000	0
0.3525	0.5325	0.3170	0.6441	0.8129	0.0000	0
0.3616	0.5848	0.3076	0.6650	0.8393	0.0551	0
0.3630	0.5326	0.3347	0.5899	0.7445	0.0000	0
0.3641	0.5310	0.3445	0.5592	0.7058	0.0327	0
0.3804	0.5263	0.3610	0.5839	0.7369	0.0573	0
0.3445	0.5891	0.3493	0.5991	0.7561	0.0000	0
0.3128	0.6171	0.2959	0.6395	0.8072	0.0318	0
0.4031	0.4691	0.3922	0.4796	0.6053	0.0000	0
0.3061	0.5267	0.2855	0.5758	0.7268	0.0230	0
0.3608	0.5587	0.3334	0.5990	0.7560	0.0403	0
0.3658	0.4960	0.3551	0.5223	0.6593	0.1756	0
0.2745	0.4736	0.2227	0.6030	0.7610	0.0000	0
0.3065	0.4322	0.3017	0.5117	0.6458	0.0553	0
0.3402	0.5030	0.3414	0.5026	0.6344	0.0465	0
0.2539	0.5987	0.2629	0.5696	0.7189	0.0209	0
0.4239	0.7285	0.4228	0.7223	0.9116	0.0758	0
0.5372	0.6240	0.5278	0.6349	0.8014	0.0460	0
0.4345	0.6933	0.3827	0.7497	0.9463	0.0000	0
0.3434	0.5222	0.2921	0.6228	0.7861	0.0787	0
0.3752	0.4941	0.3539	0.5304	0.6695	0.0413	0
0.2881	0.4744	0.2538	0.5074	0.6404	0.0000	0
0.2523	0.4778	0.2312	0.4948	0.6245	0.0000	0
0.4995	0.6837	0.5010	0.6826	0.8616	0.1444	0
0.4758	0.7181	0.4621	0.7427	0.9374	0.0333	0
0.4932	0.6642	0.4909	0.6606	0.8338	0.0000	0
0.5538	0.6167	0.5524	0.6203	0.7830	0.1451	0
0.5538	0.6167	0.5524	0.6203	0.7830	0.1451	0
0.4082	0.6839	0.3474	0.7818	0.9867	0.0000	0
0.4320	0.7204	0.4144	0.7367	0.9298	0.0275	0
0.4082	0.6839	0.3474	0.7818	0.9867	0.0000	0
0.4034	0.7176	0.3840	0.7368	0.9300	0.0498	0
0.4100	0.7119	0.3991	0.7191	0.9077	0.0000	0
0.4446	0.6632	0.4446	0.6632	0.8370	0.0245	0
0.4673	0.6305	0.4673	0.6305	0.7958	0.0485	0
0.5219	0.6958	0.5134	0.7096	0.8956	0.0000	0
0.4054	0.7371	0.3844	0.7545	0.9523	0.0797	0
0.4183	0.6837	0.3764	0.7413	0.9356	0.0726	0
0.4503	0.7221	0.4496	0.7273	0.9179	0.0618	0
0.4474	0.6759	0.4086	0.7201	0.9089	0.0244	0
0.4915	0.6757	0.4699	0.7065	0.8918	0.1246	0
0.5123	0.6810	0.5123	0.6810	0.8595	0.0296	0
0.4535	0.7490	0.4542	0.7487	0.9449	0.0000	0
0.4777	0.6704	0.4804	0.6681	0.8432	0.0000	0
0.5314	0.7172	0.5209	0.7324	0.9244	0.0000	0
0.5555	0.6252	0.5577	0.6286	0.7934	0.0489	0
0.4340	0.6880	0.4382	0.6883	0.8687	0.0308	0
0.3978	0.6254	0.3978	0.6253	0.7892	0.0512	0
0.5264	0.6684	0.5277	0.6679	0.8429	0.2835	0
0.4486	0.7441	0.4495	0.7426	0.9372	0.0000	0
0.4649	0.5419	0.4648	0.5412	0.6831	0.5046	1
0.4551	0.4419	0.4570	0.4385	0.5535	0.4898	1
0.5298	0.2511	0.5934	0.1937	0.2445	0.4632	1
0.5839	0.3514	0.5826	0.3521	0.4445	0.5997	1
0.4949	0.3369	0.4949	0.3369	0.4252	0.6125	1
0.5002	0.3473	0.5137	0.3429	0.4328	0.5771	1
0.5072	0.4586	0.5064	0.4595	0.5799	0.4865	1
1.4337	1.7101	0.4775	0.4066	0.5132	0.3980	1
0.5479	0.4237	0.6796	0.3258	0.4113	0.7448	1
0.5448	0.4047	0.7262	0.2914	0.3678	0.6332	1
0.6383	0.2963	0.7714	0.1831	0.2311	0.3586	1
0.8932	0.1628	0.9281	0.1685	0.2126	0.3272	1
0.6913	0.2898	0.8792	0.1712	0.2160	0.3514	1
0.6249	0.3325	0.6248	0.3326	0.4198	0.4562	1
0.6681	0.2071	0.7635	0.1516	0.1914	0.5344	1
0.5027	0.3592	0.5249	0.3369	0.4253	0.5932	1
0.5329	0.4130	0.5440	0.4147	0.5234	0.4229	1
0.6403	0.3603	0.7124	0.2951	0.3724	0.5748	1
1.4913	0.4143	0.8565	0.1462	0.1846	0.6919	1
0.4880	0.2430	0.6100	0.1583	0.1998	0.2850	1
0.6090	0.2958	0.7650	0.2373	0.2995	0.6113	1
0.7603	0.2727	0.9286	0.1497	0.1889	0.4739	1
0.6337	0.2300	0.7972	0.1374	0.1734	0.4028	1
0.6507	0.2993	0.7126	0.2617	0.3303	0.5957	1
0.9141	0.2497	0.8136	0.2522	0.3183	0.6880	1
0.5309	0.2980	0.5838	0.2502	0.3158	0.4615	1
0.6461	0.3455	0.7585	0.2430	0.3067	0.6312	1
0.4924	0.3661	0.5606	0.3086	0.3895	0.3903	1
0.7028	0.2537	0.9001	0.1605	0.2026	0.4469	1
0.7130	0.2514	0.9778	0.1403	0.1771	0.3151	1
0.6382	0.3439	0.8391	0.2414	0.3047	0.5096	1
0.5878	0.2253	0.7716	0.1056	0.1333	0.4388	1
0.5577	0.3616	0.5678	0.3457	0.4363	0.6373	1
0.6263	0.2325	0.9283	0.2014	0.2543	0.4437	1
0.4211	0.3806	0.4392	0.3744	0.4726	0.5681	1
0.5323	0.6774	0.5324	0.6774	0.8550	0.8215	1
0.5197	0.3318	0.5513	0.3057	0.3858	0.5666	1
0.5926	0.3387	0.7441	0.2092	0.2641	0.2485	1
0.4650	0.3806	0.4650	0.3806	0.4804	0.5552	1
0.5398	0.3275	0.6062	0.2771	0.3498	0.3540	1
0.5435	0.6549	0.5436	0.6549	0.8266	0.5902	1
0.4948	0.6775	0.4994	0.6796	0.8577	0.3321	1
0.6421	0.4668	0.6419	0.4673	0.5898	0.8389	1
0.7573	0.2940	0.8054	0.2553	0.3223	0.7425	1
0.4971	0.4738	0.4971	0.4738	0.5980	0.5815	1
0.6463	0.3004	0.7334	0.2305	0.2909	0.7159	1
0.5847	0.2951	0.6108	0.2831	0.3573	0.6682	1
0.5941	0.3535	0.6083	0.3361	0.4242	0.6996	1
0.6040	0.2774	0.6899	0.2319	0.2927	0.4201	1
0.7403	0.3061	0.7751	0.2913	0.3676	0.7889	1
0.6431	0.3348	0.6796	0.3038	0.3834	0.6116	1
0.4330	0.5502	0.4331	0.5676	0.7164	0.7257	1
0.5256	0.4048	0.5540	0.3977	0.5020	0.3506	1
0.5965	0.4153	0.5349	0.4358	0.5500	0.6923	1
0.5687	0.3708	0.7690	0.2418	0.3052	0.5512	1
0.5211	0.3814	0.5210	0.3815	0.4815	0.6629	1
0.7017	0.5740	0.7188	0.5692	0.7184	0.5912	1
