0.3534	0.4734	0.3386	0.4836	0.0742	0.5214	0
0.3993	0.5842	0.3961	0.5741	0.0573	0.8036	0
0.4411	0.6369	0.4315	0.6441	0.0626	0.8201	0
0.2148	0.4596	0.2111	0.4823	0.0172	0.5127	0
0.3336	0.3474	0.3340	0.4275	0.0329	0.4269	0
0.3536	0.6179	0.3530	0.6533	0.0000	0.7055	0
0.3941	0.5728	0.3620	0.6155	0.0037	0.7372	0
0.3294	0.4660	0.3029	0.5537	0.0430	0.6274	0
0.3698	0.4905	0.3651	0.5281	0.0683	0.6902	0
0.2804	0.5886	0.2683	0.6167	0.0221	0.5620	0
0.3053	0.5791	0.2787	0.6241	0.0000	0.7854	0
0.3681	0.5257	0.3541	0.5471	0.0936	0.6198	0
0.3103	0.5360	0.2635	0.6024	0.0202	0.7635	0
0.3397	0.4193	0.3243	0.4658	0.0827	0.5375	0
0.3898	0.4155	0.3843	0.4759	0.0306	0.7439	0
0.3162	0.4843	0.2774	0.5180	0.0000	0.2632	0
0.4067	0.3865	0.4229	0.4543	0.0637	0.5357	0
0.2655	0.3660	0.2687	0.4314	0.0000	0.4394	0
0.3790	0.5558	0.3584	0.5912	0.0000	0.7176	0
0.3469	0.5549	0.3097	0.6193	0.0568	0.6588	0
0.3743	0.5204	0.3480	0.5638	0.1132	0.6677	0
0.3942	0.5272	0.3947	0.5243	0.0517	0.7573	0
0.2405	0.3997	0.2206	0.5377	0.0000	0.4143	0
0.3088	0.4426	0.2820	0.5037	0.1243	0.4344	0
0.2396	0.4410	0.2082	0.5201	0.0484	0.5898	0
0.2586	0.4408	0.2297	0.5782	0.0000	0.6190	0
0.3128	0.4725	0.2941	0.5402	0.0127	0.6077	0
0.3269	0.5271	0.2918	0.5754	0.0430	0.7807	0
0.3120	0.5240	0.2853	0.5561	0.0000	0.6354	0
0.3202	0.5168	0.3042	0.5699	0.0187	0.7279	0
0.3160	0.5125	0.3037	0.5694	0.0749	0.5712	0
0.3422	0.5804	0.3110	0.6507	0.0000	0.6728	0
0.3405	0.6798	0.3355	0.6774	0.1596	0.6141	0
0.3259	0.5808	0.2890	0.6311	0.0000	0.5685	0
0.3050	0.4354	0.2778	0.5035	0.0589	0.6266	0
0.3294	0.5918	0.3199	0.6108	0.0000	0.3003	0
0.3476	0.4425	0.3477	0.4424	0.0605	0.5726	0
0.2979	0.4922	0.2610	0.5420	0.1007	0.4233	0
0.2666	0.3497	0.2355	0.4003	0.0561	0.1708	0
0.3047	0.4782	0.2911	0.5359	0.0743	0.6729	0
0.1758	0.3930	0.2161	0.5217	0.0000	0.5455	0
0.3015	0.5232	0.3005	0.5315	0.0834	0.4398	0
0.3148	0.4846	0.3024	0.5062	0.0535	0.3821	0
0.2989	0.5002	0.2646	0.5496	0.0621	0.7033	0
0.2766	0.4896	0.2602	0.5066	0.0949	0.6245	0
0.3800	0.4684	0.3815	0.4684	0.0500	0.7733	0
0.3555	0.4858	0.3197	0.5514	0.0189	0.7871	0
0.2714	0.3533	0.2511	0.4008	0.0460	0.5837	0
0.3165	0.4123	0.3108	0.4401	0.0359	0.6114	0
0.2447	0.4687	0.2618	0.4999	0.0000	0.3940	0
0.3606	0.4668	0.3588	0.4829	0.0000	0.6698	0
0.4135	0.5219	0.4139	0.5199	0.0576	0.8022	0
0.3381	0.5313	0.3154	0.5555	0.0116	0.8188	0
0.3393	0.5406	0.3284	0.5443	0.1013	0.7250	0
0.3947	0.3956	0.4002	0.4328	0.0909	0.6940	0
0.2611	0.4378	0.2220	0.4976	0.0251	0.5710	0
0.2381	0.4165	0.1914	0.5108	0.0000	0.5586	0
0.4006	0.5032	0.3992	0.5009	0.0259	0.8022	0
0.2749	0.4565	0.2718	0.4799	0.0754	0.5306	0
0.3587	0.5908	0.3264	0.6166	0.0329	0.8140	0
0.2542	0.3520	0.2424	0.3747	0.0353	0.3258	0
0.2815	0.3812	0.2821	0.3803	0.0000	0.5179	0
0.2863	0.3439	0.2735	0.3512	0.0495	0.3175	0
0.3785	0.4978	0.3614	0.5103	0.0532	0.7465	0
0.3922	0.6207	0.3719	0.6488	0.0589	0.9268	0
0.3903	0.8654	0.2434	0.5795	0.0000	0.2866	0
0.4449	0.5622	0.4462	0.5587	0.0579	0.7357	0
0.3745	0.5763	0.3549	0.5990	0.0234	0.8353	0
0.3644	0.6133	0.3654	0.6118	0.0557	0.8883	0
0.3684	0.5954	0.3709	0.5934	0.1236	0.7886	0
0.3805	0.5798	0.3788	0.5880	0.1175	0.7890	0
0.2696	0.5295	0.2496	0.6386	0.0728	0.6695	0
0.4089	0.5559	0.3669	0.6313	0.1363	0.7762	0
0.3748	0.5350	0.3103	0.6256	0.0645	0.7347	0
0.4257	0.7263	0.4172	0.7415	0.0403	1.0000	0
0.4861	0.7023	0.4788	0.7122	0.3829	0.9854	0
0.3785	0.5475	0.3617	0.5901	0.0314	0.8185	0
0.4079	0.5663	0.3796	0.6024	0.0735	0.7804	0
0.3785	0.5576	0.3498	0.5878	0.0565	0.8328	0
0.3469	0.5838	0.3488	0.5539	0.0409	0.7778	0
0.3760	0.5322	0.3661	0.5378	0.0505	0.7872	0
0.3712	0.5883	0.3567	0.5973	0.0202	0.8655	0
0.3440	0.5664	0.3032	0.6142	0.0226	0.8000	0
0.2065	0.3594	0.1951	0.4725	0.0000	0.2999	0
0.2079	0.2906	0.2456	0.4509	0.0516	0.4173	0
0.2065	0.3594	0.1951	0.4725	0.0000	0.2999	0
0.3700	0.6645	0.3668	0.6784	0.0454	0.8089	0
0.3833	0.5921	0.3706	0.6146	0.0404	0.8585	0
0.3904	0.5828	0.3533	0.6401	0.0000	0.7199	0
0.3905	0.5469	0.3795	0.5623	0.0824	0.8013	0
0.3915	0.5655	0.3831	0.5824	0.0295	0.8681	0
0.3834	0.5195	0.3593	0.5528	0.0581	0.7901	0
0.3798	0.5908	0.3345	0.6327	0.0413	0.8568	0
0.3798	0.5908	0.3345	0.6327	0.0413	0.8568	0
0.3317	0.5477	0.3102	0.5847	0.0332	0.7489	0
0.3317	0.5477	0.3102	0.5847	0.0332	0.7489	0
0.3493	0.5543	0.3339	0.5853	0.0150	0.7225	0
0.3564	0.5725	0.3444	0.5953	0.0183	0.6060	0
0.3759	0.6167	0.3636	0.6388	0.0000	0.7639	0
0.3759	0.6167	0.3636	0.6388	0.0000	0.7639	0
0.6423	0.3310	0.6579	0.3195	0.6940	0.0000	1
0.6024	0.4055	0.6290	0.3733	0.6202	0.0000	1
0.5776	0.3444	0.6235	0.2998	0.6353	0.0000	1
0.4689	0.3116	0.5057	0.2863	0.5387	0.0000	1
0.4246	0.3373	0.4761	0.3009	0.2459	0.0000	1
0.6450	0.3496	0.8707	0.1924	0.6012	0.0000	1
0.5447	0.3725	0.5728	0.3547	0.4943	0.0000	1
