0.4288,0.6433,1.0000,0.0000
1.3545,1.1607,1.0000,0.0000
-1.1000,-0.1392,1.0000,0.0000
-0.6878,-0.2354,1.0000,0.0000
-0.0785,-0.8589,1.0000,0.0000
1.1302,0.9459,1.0000,0.0000
0.2338,-1.1972,1.0000,0.0000
-0.7232,-0.8090,1.0000,0.0000
-1.6075,-0.1166,1.0000,0.0000
-0.3919,-1.2495,1.0000,0.0000
0.4751,0.4075,1.0000,0.0000
2.0854,1.4517,1.0000,0.0000
-0.9555,0.2108,1.0000,0.0000
0.6918,-0.0158,1.0000,0.0000
-0.1306,1.5533,1.0000,0.0000
0.1999,0.2646,1.0000,0.0000
0.6863,1.2436,1.0000,0.0000
0.3306,0.4139,1.0000,0.0000
0.1550,-0.3942,1.0000,0.0000
-0.9234,2.4001,1.0000,0.0000
-0.4593,1.1595,1.0000,0.0000
0.7021,-0.0369,1.0000,0.0000
-1.8200,-0.6763,1.0000,0.0000
-0.5778,0.1442,1.0000,0.0000
-0.6638,0.4521,1.0000,0.0000
0.8339,-0.0954,1.0000,0.0000
-1.2965,-1.1875,1.0000,0.0000
0.1961,0.5492,1.0000,0.0000
-1.8545,0.3244,1.0000,0.0000
0.3476,1.7001,1.0000,0.0000
0.6083,-0.2470,1.0000,0.0000
0.9363,-0.5334,1.0000,0.0000
0.7976,0.6797,1.0000,0.0000
-1.5572,-0.3666,1.0000,0.0000
0.1489,-0.7485,1.0000,0.0000
0.7012,0.6704,1.0000,0.0000
-0.7510,1.3893,1.0000,0.0000
-1.1428,-0.4437,1.0000,0.0000
0.5027,0.1968,1.0000,0.0000
1.2734,-0.5227,1.0000,0.0000
-1.6135,1.6382,1.0000,0.0000
-0.1999,0.2342,1.0000,0.0000
-1.6202,-0.1070,1.0000,0.0000
-2.3945,0.2252,1.0000,0.0000
-0.5002,-0.2022,1.0000,0.0000
-0.2619,-0.5165,1.0000,0.0000
-1.8764,0.3737,1.0000,0.0000
-1.7768,-0.8907,1.0000,0.0000
-0.3478,-1.1670,1.0000,0.0000
-0.4635,1.2621,1.0000,0.0000
-0.0279,-2.2043,1.0000,0.0000
-0.6584,0.1286,1.0000,0.0000
-0.1347,0.8166,1.0000,0.0000
-0.8819,0.5861,1.0000,0.0000
-0.4281,1.1244,1.0000,0.0000
-0.8606,-0.0285,1.0000,0.0000
-0.6926,0.4922,1.0000,0.0000
-1.8241,-0.8696,1.0000,0.0000
1.7520,0.1098,1.0000,0.0000
-0.2661,-0.0507,1.0000,0.0000
3.0900,2.8850,1.0000,0.0000
-1.7675,-0.3194,1.0000,0.0000
-0.3106,0.6718,1.0000,0.0000
-0.6173,0.6612,1.0000,0.0000
0.7552,-1.5496,1.0000,0.0000
0.5693,0.5658,1.0000,0.0000
0.0762,0.8453,1.0000,0.0000
-0.3647,0.8056,1.0000,0.0000
-2.0602,-0.6638,1.0000,0.0000
-1.0979,-0.3537,1.0000,0.0000
1.6376,0.9344,1.0000,0.0000
1.2506,-0.3139,1.0000,0.0000
0.3156,-0.4829,1.0000,0.0000
0.2130,-0.1543,1.0000,0.0000
0.2848,-0.8599,1.0000,0.0000
-0.9688,1.1501,1.0000,0.0000
-0.7495,-0.3284,1.0000,0.0000
-0.7947,0.5729,1.0000,0.0000
1.2436,-1.2123,1.0000,0.0000
-0.6779,1.4291,1.0000,0.0000
1.5248,-1.8098,1.0000,0.0000
0.2531,-1.2875,1.0000,0.0000
-2.2579,0.7486,1.0000,0.0000
1.5089,0.3188,1.0000,0.0000
-0.2504,0.7264,1.0000,0.0000
0.0299,-1.0072,1.0000,0.0000
-0.0717,0.1484,1.0000,0.0000
0.3176,0.5179,1.0000,0.0000
-0.7657,1.8249,1.0000,0.0000
0.6828,-0.3366,1.0000,0.0000
0.4249,1.2176,1.0000,0.0000
-0.2089,1.2397,1.0000,0.0000
1.1262,0.4882,1.0000,0.0000
0.0452,0.7059,1.0000,0.0000
-0.6373,0.0361,1.0000,0.0000
1.3280,0.2561,1.0000,0.0000
0.4719,1.2153,1.0000,0.0000
-0.2598,0.7588,1.0000,0.0000
-0.6052,-0.5327,1.0000,0.0000
-1.4232,0.9613,1.0000,0.0000
1.4425,0.5185,1.0000,0.0000
0.3148,0.5352,1.0000,0.0000
-1.2516,0.2166,1.0000,0.0000
0.0563,0.5566,1.0000,0.0000
-1.0248,-0.6547,1.0000,0.0000
-0.4734,-0.4679,1.0000,0.0000
2.3039,-1.0056,1.0000,0.0000
1.2803,-0.8699,1.0000,0.0000
-0.2340,-0.2851,1.0000,0.0000
-1.5686,-0.9004,1.0000,0.0000
2.1975,0.2408,1.0000,0.0000
-0.2664,0.5454,1.0000,0.0000
-0.0512,0.8097,1.0000,0.0000
0.2835,-0.6418,1.0000,0.0000
2.0815,0.2765,1.0000,0.0000
-1.7949,0.0106,1.0000,0.0000
1.6617,-0.7900,1.0000,0.0000
-0.1465,0.0623,1.0000,0.0000
-1.0629,-0.2158,1.0000,0.0000
0.0864,0.2551,1.0000,0.0000
1.6529,0.8387,1.0000,0.0000
0.7486,1.2075,1.0000,0.0000
-0.7398,1.3256,1.0000,0.0000
-0.3190,0.0467,1.0000,0.0000
0.6530,0.3475,1.0000,0.0000
0.4687,-1.6854,1.0000,0.0000
-0.3012,-0.6277,1.0000,0.0000
-1.9196,-1.4890,1.0000,0.0000
1.0137,-0.9805,1.0000,0.0000
-0.7171,-1.7024,1.0000,0.0000
0.9282,1.3594,1.0000,0.0000
0.7340,-0.7851,1.0000,0.0000
-0.0418,-1.1098,1.0000,0.0000
-0.8679,0.2039,1.0000,0.0000
0.2069,0.5341,1.0000,0.0000
-0.2814,-0.7303,1.0000,0.0000
-0.2419,-0.5701,1.0000,0.0000
-0.2751,0.6271,1.0000,0.0000
-0.8430,-0.0844,1.0000,0.0000
-2.2487,-2.4200,1.0000,0.0000
-0.7337,1.0426,1.0000,0.0000
-0.6765,1.7990,1.0000,0.0000
-1.0270,1.0131,1.0000,0.0000
-0.3890,0.6439,1.0000,0.0000
2.7416,-0.1104,1.0000,0.0000
-0.5735,1.4024,1.0000,0.0000
1.4562,-0.5399,1.0000,0.0000
-0.8434,-1.3120,1.0000,0.0000
1.1369,0.4441,1.0000,0.0000
0.5566,0.3972,1.0000,0.0000
0.3130,1.1849,1.0000,0.0000
-1.6568,-1.4206,1.0000,0.0000
-0.3398,1.5970,1.0000,0.0000
0.9098,-0.0935,1.0000,0.0000
0.4741,0.1475,1.0000,0.0000
-1.1173,0.9474,1.0000,0.0000
0.6125,0.9072,1.0000,0.0000
0.6781,-0.1420,1.0000,0.0000
1.2029,0.2766,1.0000,0.0000
0.7952,0.4330,1.0000,0.0000
1.5927,-0.6254,1.0000,0.0000
-0.1690,-0.1485,1.0000,0.0000
0.4942,-0.1564,1.0000,0.0000
-0.7710,-1.8637,1.0000,0.0000
-1.1161,0.3771,1.0000,0.0000
-1.9999,0.4087,1.0000,0.0000
1.2296,0.2932,1.0000,0.0000
-1.3178,-0.3781,1.0000,0.0000
-0.6526,-0.0377,1.0000,0.0000
0.3387,-1.1253,1.0000,0.0000
1.6895,-0.2369,1.0000,0.0000
0.3058,-1.7056,1.0000,0.0000
-1.0749,1.1785,1.0000,0.0000
0.8000,0.0928,1.0000,0.0000
-0.6002,1.6876,1.0000,0.0000
-1.3727,1.3916,1.0000,0.0000
0.9351,1.3633,1.0000,0.0000
-0.3225,0.3625,1.0000,0.0000
-0.1000,-0.5487,1.0000,0.0000
-0.8887,1.2693,1.0000,0.0000
0.4414,-1.2243,1.0000,0.0000
1.1121,-1.5213,1.0000,0.0000
1.3458,0.3393,1.0000,0.0000
0.8242,0.8309,1.0000,0.0000
-0.4047,-2.7692,1.0000,0.0000
-0.3081,2.0751,1.0000,0.0000
0.3413,-1.3358,1.0000,0.0000
-1.3457,0.0132,1.0000,0.0000
